"from","to","dep.var.id","wave","sim","model","ord"
"V50","V79",1,1,1,"jttsx2",5
"V51",NA,NA,1,1,"jttsx2",5
"V52",NA,NA,1,1,"jttsx2",5
"V53",NA,NA,1,1,"jttsx2",5
"V54",NA,NA,1,1,"jttsx2",5
"V55",NA,NA,1,1,"jttsx2",5
"V56","V20",1,1,1,"jttsx2",5
"V56","V40",1,1,1,"jttsx2",5
"V56","V88",1,1,1,"jttsx2",5
"V56","V132",1,1,1,"jttsx2",5
"V56","V146",1,1,1,"jttsx2",5
"V57",NA,NA,1,1,"jttsx2",5
"V58","V50",1,1,1,"jttsx2",5
"V59",NA,NA,1,1,"jttsx2",5
"V60","V89",1,1,1,"jttsx2",5
"V61","V33",1,1,1,"jttsx2",5
"V61","V100",1,1,1,"jttsx2",5
"V61","V147",1,1,1,"jttsx2",5
"V62","V98",1,1,1,"jttsx2",5
"V63",NA,NA,1,1,"jttsx2",5
"V64",NA,NA,1,1,"jttsx2",5
"V65","V104",1,1,1,"jttsx2",5
"V65","V150",1,1,1,"jttsx2",5
"V66","V79",1,1,1,"jttsx2",5
"V67",NA,NA,1,1,"jttsx2",5
"V68","V124",1,1,1,"jttsx2",5
"V69",NA,NA,1,1,"jttsx2",5
"V70",NA,NA,1,1,"jttsx2",5
"V71",NA,NA,1,1,"jttsx2",5
"V72","V121",1,1,1,"jttsx2",5
"V73","V136",1,1,1,"jttsx2",5
"V74","V93",1,1,1,"jttsx2",5
"V75","V77",1,1,1,"jttsx2",5
"V76","V150",1,1,1,"jttsx2",5
"V77",NA,NA,1,1,"jttsx2",5
"V78","V2",1,1,1,"jttsx2",5
"V78","V101",1,1,1,"jttsx2",5
"V79","V76",1,1,1,"jttsx2",5
"V80","V84",1,1,1,"jttsx2",5
"V81",NA,NA,1,1,"jttsx2",5
"V82",NA,NA,1,1,"jttsx2",5
"V83","V34",1,1,1,"jttsx2",5
"V84","V123",1,1,1,"jttsx2",5
"V85",NA,NA,1,1,"jttsx2",5
"V86","V49",1,1,1,"jttsx2",5
"V86","V95",1,1,1,"jttsx2",5
"V87",NA,NA,1,1,"jttsx2",5
"V88","V1",1,1,1,"jttsx2",5
"V88","V20",1,1,1,"jttsx2",5
"V88","V40",1,1,1,"jttsx2",5
"V88","V124",1,1,1,"jttsx2",5
"V89","V14",1,1,1,"jttsx2",5
"V89","V60",1,1,1,"jttsx2",5
"V90",NA,NA,1,1,"jttsx2",5
"V91",NA,NA,1,1,"jttsx2",5
"V92",NA,NA,1,1,"jttsx2",5
"V93","V96",1,1,1,"jttsx2",5
"V94",NA,NA,1,1,"jttsx2",5
"V95","V86",1,1,1,"jttsx2",5
"V96","V74",1,1,1,"jttsx2",5
"V96","V93",1,1,1,"jttsx2",5
"V97","V12",1,1,1,"jttsx2",5
"V98","V62",1,1,1,"jttsx2",5
"V98","V132",1,1,1,"jttsx2",5
"V99",NA,NA,1,1,"jttsx2",5
"V100","V33",1,1,1,"jttsx2",5
"V101","V78",1,1,1,"jttsx2",5
"V102",NA,NA,1,1,"jttsx2",5
"V103","V64",1,1,1,"jttsx2",5
"V104","V65",1,1,1,"jttsx2",5
"V105","V3",1,1,1,"jttsx2",5
"V106","V95",1,1,1,"jttsx2",5
"V107","V7",1,1,1,"jttsx2",5
"V108",NA,NA,1,1,"jttsx2",5
"V109",NA,NA,1,1,"jttsx2",5
"V110",NA,NA,1,1,"jttsx2",5
"V111",NA,NA,1,1,"jttsx2",5
"V112","V125",1,1,1,"jttsx2",5
"V113","V131",1,1,1,"jttsx2",5
"V114",NA,NA,1,1,"jttsx2",5
"V115",NA,NA,1,1,"jttsx2",5
"V116",NA,NA,1,1,"jttsx2",5
"V117","V33",1,1,1,"jttsx2",5
"V118","V69",1,1,1,"jttsx2",5
"V119",NA,NA,1,1,"jttsx2",5
"V120",NA,NA,1,1,"jttsx2",5
"V121","V72",1,1,1,"jttsx2",5
"V122",NA,NA,1,1,"jttsx2",5
"V123","V75",1,1,1,"jttsx2",5
"V123","V84",1,1,1,"jttsx2",5
"V123","V124",1,1,1,"jttsx2",5
"V124","V68",1,1,1,"jttsx2",5
"V124","V80",1,1,1,"jttsx2",5
"V124","V84",1,1,1,"jttsx2",5
"V124","V123",1,1,1,"jttsx2",5
"V125","V112",1,1,1,"jttsx2",5
"V126",NA,NA,1,1,"jttsx2",5
"V127",NA,NA,1,1,"jttsx2",5
"V128","V4",1,1,1,"jttsx2",5
"V128","V6",1,1,1,"jttsx2",5
"V129","V145",1,1,1,"jttsx2",5
"V130","V26",1,1,1,"jttsx2",5
"V131",NA,NA,1,1,"jttsx2",5
"V132","V56",1,1,1,"jttsx2",5
"V132","V88",1,1,1,"jttsx2",5
"V133","V95",1,1,1,"jttsx2",5
"V134",NA,NA,1,1,"jttsx2",5
"V135",NA,NA,1,1,"jttsx2",5
"V136","V73",1,1,1,"jttsx2",5
"V137",NA,NA,1,1,"jttsx2",5
"V138","V71",1,1,1,"jttsx2",5
"V139","V9",1,1,1,"jttsx2",5
"V140","V40",1,1,1,"jttsx2",5
"V140","V46",1,1,1,"jttsx2",5
"V140","V145",1,1,1,"jttsx2",5
"V141",NA,NA,1,1,"jttsx2",5
"V142","V38",1,1,1,"jttsx2",5
"V143",NA,NA,1,1,"jttsx2",5
"V144",NA,NA,1,1,"jttsx2",5
"V145","V129",1,1,1,"jttsx2",5
"V145","V140",1,1,1,"jttsx2",5
"V146","V56",1,1,1,"jttsx2",5
"V147","V61",1,1,1,"jttsx2",5
"V148",NA,NA,1,1,"jttsx2",5
"V149",NA,NA,1,1,"jttsx2",5
"V150","V65",1,1,1,"jttsx2",5
"V151","V89",1,1,1,"jttsx2",5
"V152","V55",1,1,1,"jttsx2",5
"V153",NA,NA,1,1,"jttsx2",5
"V154","V54",1,1,1,"jttsx2",5
"V155","V147",1,1,1,"jttsx2",5
"V1",NA,NA,1,2,"jttsx2",4
"V2",NA,NA,1,2,"jttsx2",4
"V3",NA,NA,1,2,"jttsx2",4
"V4",NA,NA,1,2,"jttsx2",4
"V5",NA,NA,1,2,"jttsx2",4
"V6",NA,NA,1,2,"jttsx2",4
"V7","V107",1,1,2,"jttsx2",4
"V8","V111",1,1,2,"jttsx2",4
"V9","V76",1,1,2,"jttsx2",4
"V10","V41",1,1,2,"jttsx2",4
"V10","V114",1,1,2,"jttsx2",4
"V11","V131",1,1,2,"jttsx2",4
"V12","V103",1,1,2,"jttsx2",4
"V12","V113",1,1,2,"jttsx2",4
"V13","V120",1,1,2,"jttsx2",4
"V13","V145",1,1,2,"jttsx2",4
"V14","V72",1,1,2,"jttsx2",4
"V14","V89",1,1,2,"jttsx2",4
"V15","V52",1,1,2,"jttsx2",4
"V16",NA,NA,1,2,"jttsx2",4
"V17","V36",1,1,2,"jttsx2",4
"V18",NA,NA,1,2,"jttsx2",4
"V19","V40",1,1,2,"jttsx2",4
"V20","V53",1,1,2,"jttsx2",4
"V21",NA,NA,1,2,"jttsx2",4
"V22","V135",1,1,2,"jttsx2",4
"V23","V25",1,1,2,"jttsx2",4
"V24","V56",1,1,2,"jttsx2",4
"V25","V23",1,1,2,"jttsx2",4
"V25","V147",1,1,2,"jttsx2",4
"V26",NA,NA,1,2,"jttsx2",4
"V27","V32",1,1,2,"jttsx2",4
"V28",NA,NA,1,2,"jttsx2",4
"V29","V77",1,1,2,"jttsx2",4
"V30","V151",1,1,2,"jttsx2",4
"V31",NA,NA,1,2,"jttsx2",4
"V32",NA,NA,1,2,"jttsx2",4
"V33","V100",1,1,2,"jttsx2",4
"V34",NA,NA,1,2,"jttsx2",4
"V35","V113",1,1,2,"jttsx2",4
"V36","V17",1,1,2,"jttsx2",4
"V37",NA,NA,1,2,"jttsx2",4
"V38",NA,NA,1,2,"jttsx2",4
"V39",NA,NA,1,2,"jttsx2",4
"V40","V19",1,1,2,"jttsx2",4
"V41","V113",1,1,2,"jttsx2",4
"V42",NA,NA,1,2,"jttsx2",4
"V43",NA,NA,1,2,"jttsx2",4
"V44","V131",1,1,2,"jttsx2",4
"V45",NA,NA,1,2,"jttsx2",4
"V46","V140",1,1,2,"jttsx2",4
"V47","V55",1,1,2,"jttsx2",4
"V48",NA,NA,1,2,"jttsx2",4
"V49","V79",1,1,2,"jttsx2",4
"V50",NA,NA,1,2,"jttsx2",4
"V51",NA,NA,1,2,"jttsx2",4
"V52",NA,NA,1,2,"jttsx2",4
"V53",NA,NA,1,2,"jttsx2",4
"V54","V154",1,1,2,"jttsx2",4
"V55",NA,NA,1,2,"jttsx2",4
"V56","V4",1,1,2,"jttsx2",4
"V56","V132",1,1,2,"jttsx2",4
"V57","V13",1,1,2,"jttsx2",4
"V57","V120",1,1,2,"jttsx2",4
"V58",NA,NA,1,2,"jttsx2",4
"V59",NA,NA,1,2,"jttsx2",4
"V60","V113",1,1,2,"jttsx2",4
"V61","V147",1,1,2,"jttsx2",4
"V62","V91",1,1,2,"jttsx2",4
"V62","V98",1,1,2,"jttsx2",4
"V63",NA,NA,1,2,"jttsx2",4
"V64",NA,NA,1,2,"jttsx2",4
"V65",NA,NA,1,2,"jttsx2",4
"V66",NA,NA,1,2,"jttsx2",4
"V67","V83",1,1,2,"jttsx2",4
"V68",NA,NA,1,2,"jttsx2",4
"V69",NA,NA,1,2,"jttsx2",4
"V70",NA,NA,1,2,"jttsx2",4
"V71","V79",1,1,2,"jttsx2",4
"V71","V138",1,1,2,"jttsx2",4
"V72","V121",1,1,2,"jttsx2",4
"V73","V57",1,1,2,"jttsx2",4
"V73","V136",1,1,2,"jttsx2",4
"V74",NA,NA,1,2,"jttsx2",4
"V75",NA,NA,1,2,"jttsx2",4
"V76","V150",1,1,2,"jttsx2",4
"V77","V144",1,1,2,"jttsx2",4
"V78",NA,NA,1,2,"jttsx2",4
"V79","V131",1,1,2,"jttsx2",4
"V80",NA,NA,1,2,"jttsx2",4
"V81","V134",1,1,2,"jttsx2",4
"V82",NA,NA,1,2,"jttsx2",4
"V83","V67",1,1,2,"jttsx2",4
"V84",NA,NA,1,2,"jttsx2",4
"V85",NA,NA,1,2,"jttsx2",4
"V86","V154",1,1,2,"jttsx2",4
"V87",NA,NA,1,2,"jttsx2",4
"V88","V1",1,1,2,"jttsx2",4
"V88","V20",1,1,2,"jttsx2",4
"V88","V40",1,1,2,"jttsx2",4
"V89","V14",1,1,2,"jttsx2",4
"V89","V60",1,1,2,"jttsx2",4
"V90",NA,NA,1,2,"jttsx2",4
"V91","V151",1,1,2,"jttsx2",4
"V92","V131",1,1,2,"jttsx2",4
"V93","V13",1,1,2,"jttsx2",4
"V94","V91",1,1,2,"jttsx2",4
"V94","V98",1,1,2,"jttsx2",4
"V95","V106",1,1,2,"jttsx2",4
"V96",NA,NA,1,2,"jttsx2",4
"V97","V147",1,1,2,"jttsx2",4
"V98","V62",1,1,2,"jttsx2",4
"V98","V91",1,1,2,"jttsx2",4
"V98","V94",1,1,2,"jttsx2",4
"V99","V90",1,1,2,"jttsx2",4
"V100","V73",1,1,2,"jttsx2",4
"V101",NA,NA,1,2,"jttsx2",4
"V102",NA,NA,1,2,"jttsx2",4
"V103",NA,NA,1,2,"jttsx2",4
"V104",NA,NA,1,2,"jttsx2",4
"V105",NA,NA,1,2,"jttsx2",4
"V106","V95",1,1,2,"jttsx2",4
"V107",NA,NA,1,2,"jttsx2",4
"V108","V153",1,1,2,"jttsx2",4
"V109","V129",1,1,2,"jttsx2",4
"V110","V80",1,1,2,"jttsx2",4
"V111",NA,NA,1,2,"jttsx2",4
"V112",NA,NA,1,2,"jttsx2",4
"V113","V12",1,1,2,"jttsx2",4
"V113","V41",1,1,2,"jttsx2",4
"V113","V114",1,1,2,"jttsx2",4
"V114","V10",1,1,2,"jttsx2",4
"V114","V41",1,1,2,"jttsx2",4
"V114","V113",1,1,2,"jttsx2",4
"V115","V119",1,1,2,"jttsx2",4
"V116",NA,NA,1,2,"jttsx2",4
"V117","V100",1,1,2,"jttsx2",4
"V118",NA,NA,1,2,"jttsx2",4
"V119","V10",1,1,2,"jttsx2",4
"V120","V13",1,1,2,"jttsx2",4
"V120","V57",1,1,2,"jttsx2",4
"V121","V72",1,1,2,"jttsx2",4
"V122","V130",1,1,2,"jttsx2",4
"V123",NA,NA,1,2,"jttsx2",4
"V124","V88",1,1,2,"jttsx2",4
"V125","V17",1,1,2,"jttsx2",4
"V126","V17",1,1,2,"jttsx2",4
"V126","V72",1,1,2,"jttsx2",4
"V127",NA,NA,1,2,"jttsx2",4
"V128",NA,NA,1,2,"jttsx2",4
"V129","V145",1,1,2,"jttsx2",4
"V130",NA,NA,1,2,"jttsx2",4
"V131",NA,NA,1,2,"jttsx2",4
"V132","V56",1,1,2,"jttsx2",4
"V133",NA,NA,1,2,"jttsx2",4
"V134",NA,NA,1,2,"jttsx2",4
"V135",NA,NA,1,2,"jttsx2",4
"V136","V73",1,1,2,"jttsx2",4
"V137","V10",1,1,2,"jttsx2",4
"V138","V64",1,1,2,"jttsx2",4
"V138","V71",1,1,2,"jttsx2",4
"V139",NA,NA,1,2,"jttsx2",4
"V140","V46",1,1,2,"jttsx2",4
"V141",NA,NA,1,2,"jttsx2",4
"V142","V89",1,1,2,"jttsx2",4
"V143","V137",1,1,2,"jttsx2",4
"V144","V77",1,1,2,"jttsx2",4
"V145","V129",1,1,2,"jttsx2",4
"V146",NA,NA,1,2,"jttsx2",4
"V147","V61",1,1,2,"jttsx2",4
"V148",NA,NA,1,2,"jttsx2",4
"V149",NA,NA,1,2,"jttsx2",4
"V150",NA,NA,1,2,"jttsx2",4
"V151","V30",1,1,2,"jttsx2",4
"V152","V59",1,1,2,"jttsx2",4
"V153","V108",1,1,2,"jttsx2",4
"V154","V54",1,1,2,"jttsx2",4
"V154","V86",1,1,2,"jttsx2",4
"V155",NA,NA,1,2,"jttsx2",4
"V1",NA,NA,1,3,"jttsx2",2
"V2","V107",1,1,3,"jttsx2",2
"V3","V21",1,1,3,"jttsx2",2
"V4",NA,NA,1,3,"jttsx2",2
"V5","V9",1,1,3,"jttsx2",2
"V5","V42",1,1,3,"jttsx2",2
"V6","V37",1,1,3,"jttsx2",2
"V6","V154",1,1,3,"jttsx2",2
"V7","V107",1,1,3,"jttsx2",2
"V8","V33",1,1,3,"jttsx2",2
"V9",NA,NA,1,3,"jttsx2",2
"V10","V72",1,1,3,"jttsx2",2
"V11","V28",1,1,3,"jttsx2",2
"V12",NA,NA,1,3,"jttsx2",2
"V13","V113",1,1,3,"jttsx2",2
"V13","V145",1,1,3,"jttsx2",2
"V14","V89",1,1,3,"jttsx2",2
"V15","V44",1,1,3,"jttsx2",2
"V15","V118",1,1,3,"jttsx2",2
"V16",NA,NA,1,3,"jttsx2",2
"V17","V36",1,1,3,"jttsx2",2
"V18",NA,NA,1,3,"jttsx2",2
"V19","V40",1,1,3,"jttsx2",2
"V19","V138",1,1,3,"jttsx2",2
"V20","V88",1,1,3,"jttsx2",2
"V21",NA,NA,1,3,"jttsx2",2
"V22",NA,NA,1,3,"jttsx2",2
"V23","V25",1,1,3,"jttsx2",2
"V23","V68",1,1,3,"jttsx2",2
"V23","V148",1,1,3,"jttsx2",2
"V24",NA,NA,1,3,"jttsx2",2
"V25","V23",1,1,3,"jttsx2",2
"V26",NA,NA,1,3,"jttsx2",2
"V27","V86",1,1,3,"jttsx2",2
"V28",NA,NA,1,3,"jttsx2",2
"V29",NA,NA,1,3,"jttsx2",2
"V30","V1",1,1,3,"jttsx2",2
"V30","V92",1,1,3,"jttsx2",2
"V31","V6",1,1,3,"jttsx2",2
"V32",NA,NA,1,3,"jttsx2",2
"V33","V129",1,1,3,"jttsx2",2
"V34","V112",1,1,3,"jttsx2",2
"V35",NA,NA,1,3,"jttsx2",2
"V36",NA,NA,1,3,"jttsx2",2
"V37","V6",1,1,3,"jttsx2",2
"V37","V154",1,1,3,"jttsx2",2
"V38","V119",1,1,3,"jttsx2",2
"V39",NA,NA,1,3,"jttsx2",2
"V40","V19",1,1,3,"jttsx2",2
"V40","V88",1,1,3,"jttsx2",2
"V41",NA,NA,1,3,"jttsx2",2
"V42",NA,NA,1,3,"jttsx2",2
"V43","V100",1,1,3,"jttsx2",2
"V44","V15",1,1,3,"jttsx2",2
"V45","V73",1,1,3,"jttsx2",2
"V46","V56",1,1,3,"jttsx2",2
"V47","V53",1,1,3,"jttsx2",2
"V47","V110",1,1,3,"jttsx2",2
"V48",NA,NA,1,3,"jttsx2",2
"V49",NA,NA,1,3,"jttsx2",2
"V50",NA,NA,1,3,"jttsx2",2
"V51","V61",1,1,3,"jttsx2",2
"V51","V147",1,1,3,"jttsx2",2
"V52",NA,NA,1,3,"jttsx2",2
"V53","V110",1,1,3,"jttsx2",2
"V54","V154",1,1,3,"jttsx2",2
"V55",NA,NA,1,3,"jttsx2",2
"V56",NA,NA,1,3,"jttsx2",2
"V57","V120",1,1,3,"jttsx2",2
"V58","V123",1,1,3,"jttsx2",2
"V59","V87",1,1,3,"jttsx2",2
"V60","V69",1,1,3,"jttsx2",2
"V61","V51",1,1,3,"jttsx2",2
"V61","V90",1,1,3,"jttsx2",2
"V61","V147",1,1,3,"jttsx2",2
"V62","V98",1,1,3,"jttsx2",2
"V63",NA,NA,1,3,"jttsx2",2
"V64","V98",1,1,3,"jttsx2",2
"V65",NA,NA,1,3,"jttsx2",2
"V66",NA,NA,1,3,"jttsx2",2
"V67","V77",1,1,3,"jttsx2",2
"V67","V83",1,1,3,"jttsx2",2
"V68","V23",1,1,3,"jttsx2",2
"V69","V60",1,1,3,"jttsx2",2
"V70",NA,NA,1,3,"jttsx2",2
"V71","V138",1,1,3,"jttsx2",2
"V72","V108",1,1,3,"jttsx2",2
"V72","V121",1,1,3,"jttsx2",2
"V73","V45",1,1,3,"jttsx2",2
"V73","V67",1,1,3,"jttsx2",2
"V73","V77",1,1,3,"jttsx2",2
"V73","V83",1,1,3,"jttsx2",2
"V73","V136",1,1,3,"jttsx2",2
"V74","V103",1,1,3,"jttsx2",2
"V75","V77",1,1,3,"jttsx2",2
"V76",NA,NA,1,3,"jttsx2",2
"V77","V67",1,1,3,"jttsx2",2
"V77","V75",1,1,3,"jttsx2",2
"V77","V83",1,1,3,"jttsx2",2
"V77","V136",1,1,3,"jttsx2",2
"V78",NA,NA,1,3,"jttsx2",2
"V79",NA,NA,1,3,"jttsx2",2
"V80",NA,NA,1,3,"jttsx2",2
"V81",NA,NA,1,3,"jttsx2",2
"V82",NA,NA,1,3,"jttsx2",2
"V83",NA,NA,1,3,"jttsx2",2
"V84","V123",1,1,3,"jttsx2",2
"V85",NA,NA,1,3,"jttsx2",2
"V86",NA,NA,1,3,"jttsx2",2
"V87","V44",1,1,3,"jttsx2",2
"V87","V59",1,1,3,"jttsx2",2
"V88","V1",1,1,3,"jttsx2",2
"V88","V20",1,1,3,"jttsx2",2
"V88","V40",1,1,3,"jttsx2",2
"V88","V124",1,1,3,"jttsx2",2
"V89","V14",1,1,3,"jttsx2",2
"V90","V61",1,1,3,"jttsx2",2
"V91","V94",1,1,3,"jttsx2",2
"V92","V30",1,1,3,"jttsx2",2
"V93","V37",1,1,3,"jttsx2",2
"V93","V116",1,1,3,"jttsx2",2
"V94","V91",1,1,3,"jttsx2",2
"V95",NA,NA,1,3,"jttsx2",2
"V96",NA,NA,1,3,"jttsx2",2
"V97",NA,NA,1,3,"jttsx2",2
"V98","V62",1,1,3,"jttsx2",2
"V99","V33",1,1,3,"jttsx2",2
"V100",NA,NA,1,3,"jttsx2",2
"V101","V15",1,1,3,"jttsx2",2
"V101","V78",1,1,3,"jttsx2",2
"V102",NA,NA,1,3,"jttsx2",2
"V103",NA,NA,1,3,"jttsx2",2
"V104",NA,NA,1,3,"jttsx2",2
"V105","V52",1,1,3,"jttsx2",2
"V106",NA,NA,1,3,"jttsx2",2
"V107","V7",1,1,3,"jttsx2",2
"V108",NA,NA,1,3,"jttsx2",2
"V109",NA,NA,1,3,"jttsx2",2
"V110","V47",1,1,3,"jttsx2",2
"V110","V53",1,1,3,"jttsx2",2
"V111",NA,NA,1,3,"jttsx2",2
"V112",NA,NA,1,3,"jttsx2",2
"V113","V13",1,1,3,"jttsx2",2
"V114",NA,NA,1,3,"jttsx2",2
"V115",NA,NA,1,3,"jttsx2",2
"V116","V93",1,1,3,"jttsx2",2
"V117","V3",1,1,3,"jttsx2",2
"V118",NA,NA,1,3,"jttsx2",2
"V119","V38",1,1,3,"jttsx2",2
"V119","V151",1,1,3,"jttsx2",2
"V120",NA,NA,1,3,"jttsx2",2
"V121","V72",1,1,3,"jttsx2",2
"V122",NA,NA,1,3,"jttsx2",2
"V123","V84",1,1,3,"jttsx2",2
"V124","V20",1,1,3,"jttsx2",2
"V124","V88",1,1,3,"jttsx2",2
"V125",NA,NA,1,3,"jttsx2",2
"V126","V73",1,1,3,"jttsx2",2
"V127",NA,NA,1,3,"jttsx2",2
"V128",NA,NA,1,3,"jttsx2",2
"V129","V145",1,1,3,"jttsx2",2
"V129","V155",1,1,3,"jttsx2",2
"V130",NA,NA,1,3,"jttsx2",2
"V131",NA,NA,1,3,"jttsx2",2
"V132",NA,NA,1,3,"jttsx2",2
"V133","V73",1,1,3,"jttsx2",2
"V134",NA,NA,1,3,"jttsx2",2
"V135",NA,NA,1,3,"jttsx2",2
"V136","V67",1,1,3,"jttsx2",2
"V136","V73",1,1,3,"jttsx2",2
"V136","V77",1,1,3,"jttsx2",2
"V136","V83",1,1,3,"jttsx2",2
"V137",NA,NA,1,3,"jttsx2",2
"V138","V19",1,1,3,"jttsx2",2
"V139","V145",1,1,3,"jttsx2",2
"V140",NA,NA,1,3,"jttsx2",2
"V141",NA,NA,1,3,"jttsx2",2
"V142",NA,NA,1,3,"jttsx2",2
"V143",NA,NA,1,3,"jttsx2",2
"V144",NA,NA,1,3,"jttsx2",2
"V145","V129",1,1,3,"jttsx2",2
"V146","V15",1,1,3,"jttsx2",2
"V147","V51",1,1,3,"jttsx2",2
"V147","V155",1,1,3,"jttsx2",2
"V148",NA,NA,1,3,"jttsx2",2
"V149","V84",1,1,3,"jttsx2",2
"V150",NA,NA,1,3,"jttsx2",2
"V151",NA,NA,1,3,"jttsx2",2
"V152",NA,NA,1,3,"jttsx2",2
"V153",NA,NA,1,3,"jttsx2",2
"V154",NA,NA,1,3,"jttsx2",2
"V155",NA,NA,1,3,"jttsx2",2
"V1",NA,NA,1,4,"jttsx2",6
"V2",NA,NA,1,4,"jttsx2",6
"V3","V133",1,1,4,"jttsx2",6
"V4","V128",1,1,4,"jttsx2",6
"V5","V9",1,1,4,"jttsx2",6
"V6","V36",1,1,4,"jttsx2",6
"V6","V37",1,1,4,"jttsx2",6
"V6","V137",1,1,4,"jttsx2",6
"V7","V51",1,1,4,"jttsx2",6
"V7","V107",1,1,4,"jttsx2",6
"V8","V126",1,1,4,"jttsx2",6
"V9","V5",1,1,4,"jttsx2",6
"V9","V108",1,1,4,"jttsx2",6
"V9","V115",1,1,4,"jttsx2",6
"V10",NA,NA,1,4,"jttsx2",6
"V11","V25",1,1,4,"jttsx2",6
"V12","V103",1,1,4,"jttsx2",6
"V13","V145",1,1,4,"jttsx2",6
"V14",NA,NA,1,4,"jttsx2",6
"V15","V121",1,1,4,"jttsx2",6
"V16",NA,NA,1,4,"jttsx2",6
"V17",NA,NA,1,4,"jttsx2",6
"V18","V147",1,1,4,"jttsx2",6
"V19",NA,NA,1,4,"jttsx2",6
"V20",NA,NA,1,4,"jttsx2",6
"V21",NA,NA,1,4,"jttsx2",6
"V22",NA,NA,1,4,"jttsx2",6
"V23","V25",1,1,4,"jttsx2",6
"V24",NA,NA,1,4,"jttsx2",6
"V25","V23",1,1,4,"jttsx2",6
"V25","V147",1,1,4,"jttsx2",6
"V26",NA,NA,1,4,"jttsx2",6
"V27","V100",1,1,4,"jttsx2",6
"V28",NA,NA,1,4,"jttsx2",6
"V29",NA,NA,1,4,"jttsx2",6
"V30","V63",1,1,4,"jttsx2",6
"V31","V84",1,1,4,"jttsx2",6
"V32",NA,NA,1,4,"jttsx2",6
"V33","V100",1,1,4,"jttsx2",6
"V33","V129",1,1,4,"jttsx2",6
"V34","V142",1,1,4,"jttsx2",6
"V35",NA,NA,1,4,"jttsx2",6
"V36","V6",1,1,4,"jttsx2",6
"V36","V17",1,1,4,"jttsx2",6
"V36","V37",1,1,4,"jttsx2",6
"V36","V137",1,1,4,"jttsx2",6
"V37","V6",1,1,4,"jttsx2",6
"V37","V17",1,1,4,"jttsx2",6
"V37","V36",1,1,4,"jttsx2",6
"V37","V137",1,1,4,"jttsx2",6
"V38",NA,NA,1,4,"jttsx2",6
"V39",NA,NA,1,4,"jttsx2",6
"V40","V98",1,1,4,"jttsx2",6
"V41",NA,NA,1,4,"jttsx2",6
"V42",NA,NA,1,4,"jttsx2",6
"V43","V103",1,1,4,"jttsx2",6
"V44",NA,NA,1,4,"jttsx2",6
"V45","V25",1,1,4,"jttsx2",6
