"filename","plot_order","jtt","m","rep","model"
"smallfriends-eff2-m-12-rep-14.csv",4,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",5,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",6,8,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",7,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",8,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",9,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",10,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",11,0,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-14.csv",12,12,"12","14","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",1,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",2,6,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",3,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",4,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",5,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",6,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",7,1,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",8,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",9,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",10,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",11,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-15.csv",12,0,"12","15","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",1,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",2,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",3,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",4,6,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",5,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",6,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",7,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",8,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",9,1,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",10,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",11,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-16.csv",12,0,"12","16","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",1,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",2,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",3,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",4,3,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",5,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",6,1,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",7,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",8,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",9,1,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",10,12,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",11,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-17.csv",12,0,"12","17","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",1,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",2,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",3,3,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",4,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",5,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",6,3,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",7,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",8,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",9,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",10,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",11,1,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-18.csv",12,0,"12","18","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",1,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",2,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",3,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",4,3,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",5,3,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",6,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",7,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",8,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",9,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",10,2,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",11,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-19.csv",12,0,"12","19","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",1,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",2,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",3,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",4,3,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",5,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",6,6,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",7,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",8,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",9,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",10,12,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",11,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-2.csv",12,0,"12","2","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",1,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",2,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",3,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",4,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",5,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",6,3,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",7,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",8,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",9,3,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",10,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",11,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-20.csv",12,0,"12","20","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",1,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",2,3,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",3,6,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",4,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",5,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",6,2,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",7,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",8,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",9,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",10,3,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",11,9,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-3.csv",12,0,"12","3","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",1,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",2,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",3,6,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",4,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",5,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",6,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",7,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",8,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",9,1,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",10,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",11,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-4.csv",12,0,"12","4","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",1,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",2,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",3,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",4,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",5,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",6,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",7,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",8,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",9,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",10,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",11,3,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-5.csv",12,0,"12","5","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",1,2,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",2,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",3,6,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",4,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",5,18,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",6,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",7,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",8,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",9,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",10,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",11,0,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-6.csv",12,3,"12","6","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",1,9,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",2,2,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",3,0,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",4,3,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",5,0,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",6,6,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",7,0,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",8,3,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",9,6,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",10,3,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",11,0,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-7.csv",12,0,"12","7","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",1,2,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",2,0,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",3,0,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",4,0,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",5,0,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",6,3,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",7,1,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",8,3,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",9,3,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",10,0,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",11,1,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-8.csv",12,0,"12","8","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",1,3,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",2,3,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",3,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",4,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",5,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",6,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",7,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",8,3,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",9,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",10,3,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",11,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-12-rep-9.csv",12,0,"12","9","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",1,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",2,6,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",3,6,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",4,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",5,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",6,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",7,8,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",8,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",9,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",10,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",11,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",12,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",13,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",14,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",15,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-1.csv",16,0,"16","1","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",1,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",2,3,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",3,1,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",4,2,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",5,8,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",6,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",7,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",8,1,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",9,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",10,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",11,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",12,3,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",13,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",14,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",15,3,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-10.csv",16,0,"16","10","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",1,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",2,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",3,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",4,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",5,3,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",6,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",7,3,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",8,3,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",9,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",10,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",11,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",12,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",13,1,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",14,11,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",15,0,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-11.csv",16,3,"16","11","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",1,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",2,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",3,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",4,8,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",5,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",6,6,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",7,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",8,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",9,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",10,5,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",11,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",12,9,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",13,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",14,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",15,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-12.csv",16,0,"16","12","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",1,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",2,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",3,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",4,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",5,3,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",6,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",7,3,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",8,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",9,3,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",10,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",11,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",12,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",13,2,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",14,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",15,0,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-13.csv",16,6,"16","13","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-14.csv",1,0,"16","14","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-14.csv",2,0,"16","14","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-14.csv",3,0,"16","14","smallfriends-eff2"
"smallfriends-eff2-m-16-rep-14.csv",4,0,"16","14","smallfriends-eff2"
